Wall Clock,Time,Iteration,Deflection,Total Weight,Bar Number
284.804,0.166,0,0.000978417,89.1973,22014
326.059,0.221,1,0.000854361,117.46,13956
342.924,0.236,1,0.000854888,109.388,13956
359.942,0.251,1,0.000860148,101.735,13956
376.344,0.266,1,0.000876242,94.5861,13956
393.154,0.281,1,0.000908165,87.798,13956
429.372,0.336,2,0.000772844,120.085,14197
