Time,Iteration,Deflection,Total Weight,Bar Number
0.0105,0,0.00036175,2008.03,329619
0.0205,1,0.00177881,1928.36,316435
0.0305,2,0.00383423,1850.77,303755
0.0405,3,0.00566795,1776.41,291562
0.0505,4,0.00788234,1705.06,279871
0.0605,5,0.00831343,1636.72,268650
0.0705,6,0.00839341,1570.19,257894
